50E665605BD6F64B6912DB57F4F473A7,,Versienr,1.01_G1ATST,1.01_G1ARER,1.01_G1ATOP,1.01_G2ATST,1.01_G2ARER,1.01_G2ATOP,1.01_LEEG,1.01_LEEG,1.01_LEEG,1.01_G2CTST,1.01_G2CRER,1.01_G2CTOP
,,Code,G1A_TST,G1A_RER,G1A_TOP,G2A_TST,G2A_RER,G2A_TOP,LEEG,LEEG,LEEG,G2C_TST,G2C_RER,G2C_TOP
,,Toepassingsjaar,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022

CET,CEST
,van,tot
04-08-2022 13:00,04-08-2022 13:00,04-08-2022 14:00,12.529,0.00001289,0.00001786,15.89,0.00001210,0.00003136,,,,15.89,0.00001210,0.00003136
04-08-2022 14:00,04-08-2022 14:00,04-08-2022 15:00,12.796,0.00001096,0.00001601,15.38,0.00001197,0.00002873,,,,15.38,0.00001197,0.00002873
04-08-2022 15:00,04-08-2022 15:00,04-08-2022 16:00,12.185,0.00001139,0.00001676,14.93,0.00001153,0.00002629,,,,14.93,0.00001153,0.00002629
04-08-2022 16:00,04-08-2022 16:00,04-08-2022 17:00,12.691,0.00000997,0.00002339,13.51,0.00001165,0.00002276,,,,13.51,0.00001165,0.00002276
04-08-2022 17:00,04-08-2022 17:00,04-08-2022 18:00,11.700,0.00001599,0.00003745,11.25,0.00001376,0.00002203,,,,11.25,0.00001376,0.00002203
04-08-2022 18:00,04-08-2022 18:00,04-08-2022 19:00,11.075,0.00001479,0.00003707,10.96,0.00001331,0.00003216,,,,10.96,0.00001331,0.00003216
04-08-2022 19:00,04-08-2022 19:00,04-08-2022 20:00,11.005,0.00001406,0.00002934,8.93,0.00001393,0.00003937,,,,8.93,0.00001393,0.00003937
04-08-2022 20:00,04-08-2022 20:00,04-08-2022 21:00,9.326,0.00001762,0.00002429,8.84,0.00001525,0.00003578,,,,8.84,0.00001525,0.00003578
04-08-2022 21:00,04-08-2022 21:00,04-08-2022 22:00,8.737,0.00001534,0.00002080,8.63,0.00001741,0.00003628,,,,8.63,0.00001741,0.00003628
04-08-2022 22:00,04-08-2022 22:00,04-08-2022 23:00,8.771,0.00000978,0.00001780,7.94,0.00002013,0.00003827,,,,7.94,0.00002013,0.00003827
04-08-2022 23:00,04-08-2022 23:00,05-08-2022 00:00,8.794,0.00000591,0.00001231,7.45,0.00001950,0.00003335,,,,7.45,0.00001950,0.00003335
05-08-2022 00:00,05-08-2022 00:00,05-08-2022 01:00,8.343,0.00000456,0.00000799,7.54,0.00001675,0.00002349,,,,7.54,0.00001675,0.00002349
05-08-2022 01:00,05-08-2022 01:00,05-08-2022 02:00,7.811,0.00000485,0.00000667,7.94,0.00001471,0.00001815,,,,7.94,0.00001471,0.00001815
05-08-2022 02:00,05-08-2022 02:00,05-08-2022 03:00,8.071,0.00000470,0.00000647,8.31,0.00001355,0.00001525,,,,8.31,0.00001355,0.00001525
05-08-2022 03:00,05-08-2022 03:00,05-08-2022 04:00,7.850,0.00000507,0.00000703,8.80,0.00001308,0.00001519,,,,8.80,0.00001308,0.00001519
05-08-2022 04:00,05-08-2022 04:00,05-08-2022 05:00,7.938,0.00000580,0.00000721,9.79,0.00001269,0.00001416,,,,9.79,0.00001269,0.00001416
05-08-2022 05:00,05-08-2022 05:00,05-08-2022 06:00,7.496,0.00001130,0.00001100,10.35,0.00001269,0.00001540,,,,10.35,0.00001269,0.00001540
05-08-2022 06:00,05-08-2022 06:00,05-08-2022 07:00,9.079,0.00001575,0.00001883,9.43,0.00001699,0.00003500,,,,9.43,0.00001699,0.00003500
05-08-2022 07:00,05-08-2022 07:00,05-08-2022 08:00,10.037,0.00001910,0.00002038,10.27,0.00001804,0.00006595,,,,10.27,0.00001804,0.00006595
05-08-2022 08:00,05-08-2022 08:00,05-08-2022 09:00,10.797,0.00001791,0.00002261,11.86,0.00001480,0.00005423,,,,11.86,0.00001480,0.00005423
05-08-2022 09:00,05-08-2022 09:00,05-08-2022 10:00,10.902,0.00001796,0.00002306,13.98,0.00001246,0.00004324,,,,13.98,0.00001246,0.00004324
05-08-2022 10:00,05-08-2022 10:00,05-08-2022 11:00,11.582,0.00001624,0.00001931,15.13,0.00001246,0.00003904,,,,15.13,0.00001246,0.00003904
05-08-2022 11:00,05-08-2022 11:00,05-08-2022 12:00,11.868,0.00001409,0.00002168,15.97,0.00001243,0.00003113,,,,15.97,0.00001243,0.00003113
05-08-2022 12:00,05-08-2022 12:00,05-08-2022 13:00,13.053,0.00001073,0.00002059,16.43,0.00001240,0.00002750,,,,16.43,0.00001240,0.00002750
05-08-2022 13:00,05-08-2022 13:00,05-08-2022 14:00,12.529,0.00001289,0.00001786,15.89,0.00001210,0.00003136,,,,15.89,0.00001210,0.00003136
05-08-2022 14:00,05-08-2022 14:00,05-08-2022 15:00,12.796,0.00001096,0.00001601,15.38,0.00001197,0.00002873,,,,15.38,0.00001197,0.00002873
05-08-2022 15:00,05-08-2022 15:00,05-08-2022 16:00,12.185,0.00001139,0.00001676,14.93,0.00001153,0.00002629,,,,14.93,0.00001153,0.00002629
05-08-2022 16:00,05-08-2022 16:00,05-08-2022 17:00,12.691,0.00000997,0.00002339,13.51,0.00001165,0.00002276,,,,13.51,0.00001165,0.00002276
05-08-2022 17:00,05-08-2022 17:00,05-08-2022 18:00,11.700,0.00001599,0.00003745,11.25,0.00001376,0.00002203,,,,11.25,0.00001376,0.00002203
05-08-2022 18:00,05-08-2022 18:00,05-08-2022 19:00,11.075,0.00001479,0.00003707,10.96,0.00001331,0.00003216,,,,10.96,0.00001331,0.00003216
05-08-2022 19:00,05-08-2022 19:00,05-08-2022 20:00,11.005,0.00001406,0.00002934,8.93,0.00001393,0.00003937,,,,8.93,0.00001393,0.00003937
05-08-2022 20:00,05-08-2022 20:00,05-08-2022 21:00,9.326,0.00001762,0.00002429,8.84,0.00001525,0.00003578,,,,8.84,0.00001525,0.00003578
05-08-2022 21:00,05-08-2022 21:00,05-08-2022 22:00,8.737,0.00001534,0.00002080,8.63,0.00001741,0.00003628,,,,8.63,0.00001741,0.00003628
05-08-2022 22:00,05-08-2022 22:00,05-08-2022 23:00,8.771,0.00000978,0.00001780,7.94,0.00002013,0.00003827,,,,7.94,0.00002013,0.00003827
05-08-2022 23:00,05-08-2022 23:00,06-08-2022 00:00,8.794,0.00000591,0.00001231,7.45,0.00001950,0.00003335,,,,7.45,0.00001950,0.00003335
06-08-2022 00:00,06-08-2022 00:00,06-08-2022 01:00,8.774,0.00000486,0.00000908,7.87,0.00001637,0.00002261,,,,7.87,0.00001637,0.00002261
06-08-2022 01:00,06-08-2022 01:00,06-08-2022 02:00,8.433,0.00000476,0.00000693,7.74,0.00001482,0.00001985,,,,7.74,0.00001482,0.00001985
06-08-2022 02:00,06-08-2022 02:00,06-08-2022 03:00,8.867,0.00000432,0.00000601,8.04,0.00001314,0.00001720,,,,8.04,0.00001314,0.00001720
06-08-2022 03:00,06-08-2022 03:00,06-08-2022 04:00,8.104,0.00000496,0.00000650,8.54,0.00001255,0.00001254,,,,8.54,0.00001255,0.00001254
06-08-2022 04:00,06-08-2022 04:00,06-08-2022 05:00,7.224,0.00000668,0.00000753,8.67,0.00001259,0.00001332,,,,8.67,0.00001259,0.00001332
06-08-2022 05:00,06-08-2022 05:00,06-08-2022 06:00,6.837,0.00000974,0.00000832,9.38,0.00001219,0.00001458,,,,9.38,0.00001219,0.00001458
06-08-2022 06:00,06-08-2022 06:00,06-08-2022 07:00,6.640,0.00001979,0.00001253,9.62,0.00001166,0.00002034,,,,9.62,0.00001166,0.00002034
06-08-2022 07:00,06-08-2022 07:00,06-08-2022 08:00,9.410,0.00001744,0.00001902,7.11,0.00001376,0.00003273,,,,7.11,0.00001376,0.00003273
06-08-2022 08:00,06-08-2022 08:00,06-08-2022 09:00,10.511,0.00002027,0.00002943,6.50,0.00001618,0.00003736,,,,6.50,0.00001618,0.00003736
06-08-2022 09:00,06-08-2022 09:00,06-08-2022 10:00,12.050,0.00001620,0.00002821,9.10,0.00001394,0.00005612,,,,9.10,0.00001394,0.00005612
06-08-2022 10:00,06-08-2022 10:00,06-08-2022 11:00,12.291,0.00001333,0.00002558,14.37,0.00001131,0.00005039,,,,14.37,0.00001131,0.00005039
06-08-2022 11:00,06-08-2022 11:00,06-08-2022 12:00,12.789,0.00001171,0.00002477,14.41,0.00001133,0.00004760,,,,14.41,0.00001133,0.00004760
06-08-2022 12:00,06-08-2022 12:00,06-08-2022 13:00,12.718,0.00001190,0.00002447,15.56,0.00001071,0.00003687,,,,15.56,0.00001071,0.00003687
06-08-2022 13:00,06-08-2022 13:00,06-08-2022 14:00,14.199,0.00000714,0.00002075,15.59,0.00001068,0.00003307,,,,15.59,0.00001068,0.00003307
06-08-2022 14:00,06-08-2022 14:00,06-08-2022 15:00,13.520,0.00000741,0.00001757,14.93,0.00001074,0.00003295,,,,14.93,0.00001074,0.00003295
06-08-2022 15:00,06-08-2022 15:00,06-08-2022 16:00,14.109,0.00000526,0.00001765,14.68,0.00001076,0.00002770,,,,14.68,0.00001076,0.00002770
06-08-2022 16:00,06-08-2022 16:00,06-08-2022 17:00,12.984,0.00000772,0.00002014,4.13,0.00002444,0.00005305,,,,4.13,0.00002444,0.00005305
06-08-2022 17:00,06-08-2022 17:00,06-08-2022 18:00,12.507,0.00001021,0.00002821,11.87,0.00001019,0.00002708,,,,11.87,0.00001019,0.00002708
06-08-2022 18:00,06-08-2022 18:00,06-08-2022 19:00,11.737,0.00001156,0.00003167,11.04,0.00001006,0.00002931,,,,11.04,0.00001006,0.00002931
06-08-2022 19:00,06-08-2022 19:00,06-08-2022 20:00,11.239,0.00001222,0.00002913,8.17,0.00001290,0.00003213,,,,8.17,0.00001290,0.00003213
06-08-2022 20:00,06-08-2022 20:00,06-08-2022 21:00,8.992,0.00001678,0.00002498,8.90,0.00001284,0.00002992,,,,8.90,0.00001284,0.00002992
06-08-2022 21:00,06-08-2022 21:00,06-08-2022 22:00,8.599,0.00001587,0.00001901,9.58,0.00001360,0.00002826,,,,9.58,0.00001360,0.00002826
06-08-2022 22:00,06-08-2022 22:00,06-08-2022 23:00,7.839,0.00001483,0.00001535,8.51,0.00001644,0.00003076,,,,8.51,0.00001644,0.00003076
06-08-2022 23:00,06-08-2022 23:00,07-08-2022 00:00,7.660,0.00000884,0.00001243,7.55,0.00001805,0.00003072,,,,7.55,0.00001805,0.00003072
07-08-2022 00:00,07-08-2022 00:00,07-08-2022 01:00,8.450,0.00000532,0.00000853,7.42,0.00001641,0.00002520,,,,7.42,0.00001641,0.00002520
07-08-2022 01:00,07-08-2022 01:00,07-08-2022 02:00,8.531,0.00000452,0.00000705,7.63,0.00001496,0.00002110,,,,7.63,0.00001496,0.00002110
07-08-2022 02:00,07-08-2022 02:00,07-08-2022 03:00,7.206,0.00000603,0.00000707,8.25,0.00001312,0.00001653,,,,8.25,0.00001312,0.00001653
07-08-2022 03:00,07-08-2022 03:00,07-08-2022 04:00,7.037,0.00000678,0.00000665,9.01,0.00001221,0.00001367,,,,9.01,0.00001221,0.00001367
07-08-2022 04:00,07-08-2022 04:00,07-08-2022 05:00,7.232,0.00000701,0.00000647,8.65,0.00001312,0.00001443,,,,8.65,0.00001312,0.00001443
07-08-2022 05:00,07-08-2022 05:00,07-08-2022 06:00,6.873,0.00000921,0.00000718,10.09,0.00001164,0.00001362,,,,10.09,0.00001164,0.00001362
07-08-2022 06:00,07-08-2022 06:00,07-08-2022 07:00,7.514,0.00001498,0.00000924,9.97,0.00001163,0.00001810,,,,9.97,0.00001163,0.00001810
07-08-2022 07:00,07-08-2022 07:00,07-08-2022 08:00,9.536,0.00001674,0.00001398,10.23,0.00000959,0.00001941,,,,10.23,0.00000959,0.00001941
07-08-2022 08:00,07-08-2022 08:00,07-08-2022 09:00,11.060,0.00001824,0.00002550,6.27,0.00001438,0.00002907,,,,6.27,0.00001438,0.00002907
07-08-2022 09:00,07-08-2022 09:00,07-08-2022 10:00,12.010,0.00001793,0.00003128,9.10,0.00001022,0.00004677,,,,9.10,0.00001022,0.00004677
07-08-2022 10:00,07-08-2022 10:00,07-08-2022 11:00,12.131,0.00001695,0.00003129,17.93,0.00000726,0.00003228,,,,17.93,0.00000726,0.00003228
07-08-2022 11:00,07-08-2022 11:00,07-08-2022 12:00,14.390,0.00000950,0.00002831,19.08,0.00000800,0.00002838,,,,19.08,0.00000800,0.00002838
07-08-2022 12:00,07-08-2022 12:00,07-08-2022 13:00,13.972,0.00001015,0.00002847,16.82,0.00001011,0.00003033,,,,16.82,0.00001011,0.00003033
07-08-2022 13:00,07-08-2022 13:00,07-08-2022 14:00,14.770,0.00000753,0.00002355,16.78,0.00000997,0.00002912,,,,16.78,0.00000997,0.00002912
07-08-2022 14:00,07-08-2022 14:00,07-08-2022 15:00,14.582,0.00000634,0.00001822,15.98,0.00000976,0.00002819,,,,15.98,0.00000976,0.00002819
07-08-2022 15:00,07-08-2022 15:00,07-08-2022 16:00,12.491,0.00001040,0.00001694,14.70,0.00001124,0.00002577,,,,14.70,0.00001124,0.00002577
07-08-2022 16:00,07-08-2022 16:00,07-08-2022 17:00,11.617,0.00001154,0.00001906,14.88,0.00000988,0.00002193,,,,14.88,0.00000988,0.00002193
07-08-2022 17:00,07-08-2022 17:00,07-08-2022 18:00,11.453,0.00001287,0.00002739,12.01,0.00001241,0.00002477,,,,12.01,0.00001241,0.00002477
07-08-2022 18:00,07-08-2022 18:00,07-08-2022 19:00,12.712,0.00000850,0.00003006,11.20,0.00001322,0.00002776,,,,11.20,0.00001322,0.00002776
07-08-2022 19:00,07-08-2022 19:00,07-08-2022 20:00,11.173,0.00001092,0.00002847,9.85,0.00001466,0.00002896,,,,9.85,0.00001466,0.00002896
07-08-2022 20:00,07-08-2022 20:00,07-08-2022 21:00,10.180,0.00001281,0.00002230,9.37,0.00001618,0.00003068,,,,9.37,0.00001618,0.00003068
07-08-2022 21:00,07-08-2022 21:00,07-08-2022 22:00,9.718,0.00001041,0.00001797,9.00,0.00001782,0.00003123,,,,9.00,0.00001782,0.00003123
07-08-2022 22:00,07-08-2022 22:00,07-08-2022 23:00,9.394,0.00000797,0.00001597,8.05,0.00002102,0.00003364,,,,8.05,0.00002102,0.00003364
07-08-2022 23:00,07-08-2022 23:00,08-08-2022 00:00,9.550,0.00000414,0.00001123,7.31,0.00002109,0.00002846,,,,7.31,0.00002109,0.00002846
08-08-2022 00:00,08-08-2022 00:00,08-08-2022 01:00,8.343,0.00000456,0.00000799,7.54,0.00001675,0.00002349,,,,7.54,0.00001675,0.00002349
08-08-2022 01:00,08-08-2022 01:00,08-08-2022 02:00,7.811,0.00000485,0.00000667,7.94,0.00001471,0.00001815,,,,7.94,0.00001471,0.00001815
08-08-2022 02:00,08-08-2022 02:00,08-08-2022 03:00,8.071,0.00000470,0.00000647,8.31,0.00001355,0.00001525,,,,8.31,0.00001355,0.00001525
08-08-2022 03:00,08-08-2022 03:00,08-08-2022 04:00,7.850,0.00000507,0.00000703,8.80,0.00001308,0.00001519,,,,8.80,0.00001308,0.00001519
08-08-2022 04:00,08-08-2022 04:00,08-08-2022 05:00,7.938,0.00000580,0.00000721,9.79,0.00001269,0.00001416,,,,9.79,0.00001269,0.00001416
08-08-2022 05:00,08-08-2022 05:00,08-08-2022 06:00,7.496,0.00001130,0.00001100,10.35,0.00001269,0.00001540,,,,10.35,0.00001269,0.00001540
08-08-2022 06:00,08-08-2022 06:00,08-08-2022 07:00,9.079,0.00001575,0.00001883,9.43,0.00001699,0.00003500,,,,9.43,0.00001699,0.00003500
08-08-2022 07:00,08-08-2022 07:00,08-08-2022 08:00,10.037,0.00001910,0.00002038,10.27,0.00001804,0.00006595,,,,10.27,0.00001804,0.00006595
08-08-2022 08:00,08-08-2022 08:00,08-08-2022 09:00,10.797,0.00001791,0.00002261,11.86,0.00001480,0.00005423,,,,11.86,0.00001480,0.00005423
08-08-2022 09:00,08-08-2022 09:00,08-08-2022 10:00,10.902,0.00001796,0.00002306,13.98,0.00001246,0.00004324,,,,13.98,0.00001246,0.00004324
08-08-2022 10:00,08-08-2022 10:00,08-08-2022 11:00,11.582,0.00001624,0.00001931,15.13,0.00001246,0.00003904,,,,15.13,0.00001246,0.00003904
08-08-2022 11:00,08-08-2022 11:00,08-08-2022 12:00,11.868,0.00001409,0.00002168,15.97,0.00001243,0.00003113,,,,15.97,0.00001243,0.00003113
08-08-2022 12:00,08-08-2022 12:00,08-08-2022 13:00,13.053,0.00001073,0.00002059,16.43,0.00001240,0.00002750,,,,16.43,0.00001240,0.00002750
08-08-2022 13:00,08-08-2022 13:00,08-08-2022 14:00,12.529,0.00001289,0.00001786,15.89,0.00001210,0.00003136,,,,15.89,0.00001210,0.00003136
08-08-2022 14:00,08-08-2022 14:00,08-08-2022 15:00,12.796,0.00001096,0.00001601,15.38,0.00001197,0.00002873,,,,15.38,0.00001197,0.00002873
08-08-2022 15:00,08-08-2022 15:00,08-08-2022 16:00,12.185,0.00001139,0.00001676,14.93,0.00001153,0.00002629,,,,14.93,0.00001153,0.00002629
08-08-2022 16:00,08-08-2022 16:00,08-08-2022 17:00,12.691,0.00000997,0.00002339,13.51,0.00001165,0.00002276,,,,13.51,0.00001165,0.00002276
08-08-2022 17:00,08-08-2022 17:00,08-08-2022 18:00,11.700,0.00001599,0.00003745,11.25,0.00001376,0.00002203,,,,11.25,0.00001376,0.00002203
08-08-2022 18:00,08-08-2022 18:00,08-08-2022 19:00,11.075,0.00001479,0.00003707,10.96,0.00001331,0.00003216,,,,10.96,0.00001331,0.00003216
08-08-2022 19:00,08-08-2022 19:00,08-08-2022 20:00,11.005,0.00001406,0.00002934,8.93,0.00001393,0.00003937,,,,8.93,0.00001393,0.00003937
08-08-2022 20:00,08-08-2022 20:00,08-08-2022 21:00,9.326,0.00001762,0.00002429,8.84,0.00001525,0.00003578,,,,8.84,0.00001525,0.00003578
08-08-2022 21:00,08-08-2022 21:00,08-08-2022 22:00,8.737,0.00001534,0.00002080,8.63,0.00001741,0.00003628,,,,8.63,0.00001741,0.00003628
08-08-2022 22:00,08-08-2022 22:00,08-08-2022 23:00,8.771,0.00000978,0.00001780,7.94,0.00002013,0.00003827,,,,7.94,0.00002013,0.00003827
08-08-2022 23:00,08-08-2022 23:00,09-08-2022 00:00,8.794,0.00000591,0.00001231,7.45,0.00001950,0.00003335,,,,7.45,0.00001950,0.00003335
09-08-2022 00:00,09-08-2022 00:00,09-08-2022 01:00,8.343,0.00000456,0.00000799,7.54,0.00001675,0.00002349,,,,7.54,0.00001675,0.00002349
09-08-2022 01:00,09-08-2022 01:00,09-08-2022 02:00,7.811,0.00000485,0.00000667,7.94,0.00001471,0.00001815,,,,7.94,0.00001471,0.00001815
09-08-2022 02:00,09-08-2022 02:00,09-08-2022 03:00,8.071,0.00000470,0.00000647,8.31,0.00001355,0.00001525,,,,8.31,0.00001355,0.00001525
09-08-2022 03:00,09-08-2022 03:00,09-08-2022 04:00,7.850,0.00000507,0.00000703,8.80,0.00001308,0.00001519,,,,8.80,0.00001308,0.00001519
09-08-2022 04:00,09-08-2022 04:00,09-08-2022 05:00,7.938,0.00000580,0.00000721,9.79,0.00001269,0.00001416,,,,9.79,0.00001269,0.00001416
09-08-2022 05:00,09-08-2022 05:00,09-08-2022 06:00,7.496,0.00001130,0.00001100,10.35,0.00001269,0.00001540,,,,10.35,0.00001269,0.00001540
09-08-2022 06:00,09-08-2022 06:00,09-08-2022 07:00,9.079,0.00001575,0.00001883,9.43,0.00001699,0.00003500,,,,9.43,0.00001699,0.00003500
09-08-2022 07:00,09-08-2022 07:00,09-08-2022 08:00,10.037,0.00001910,0.00002038,10.27,0.00001804,0.00006595,,,,10.27,0.00001804,0.00006595
09-08-2022 08:00,09-08-2022 08:00,09-08-2022 09:00,10.797,0.00001791,0.00002261,11.86,0.00001480,0.00005423,,,,11.86,0.00001480,0.00005423
09-08-2022 09:00,09-08-2022 09:00,09-08-2022 10:00,10.902,0.00001796,0.00002306,13.98,0.00001246,0.00004324,,,,13.98,0.00001246,0.00004324
09-08-2022 10:00,09-08-2022 10:00,09-08-2022 11:00,11.582,0.00001624,0.00001931,15.13,0.00001246,0.00003904,,,,15.13,0.00001246,0.00003904
09-08-2022 11:00,09-08-2022 11:00,09-08-2022 12:00,11.868,0.00001409,0.00002168,15.97,0.00001243,0.00003113,,,,15.97,0.00001243,0.00003113
09-08-2022 12:00,09-08-2022 12:00,09-08-2022 13:00,13.053,0.00001073,0.00002059,16.43,0.00001240,0.00002750,,,,16.43,0.00001240,0.00002750
09-08-2022 13:00,09-08-2022 13:00,09-08-2022 14:00,12.529,0.00001289,0.00001786,15.89,0.00001210,0.00003136,,,,15.89,0.00001210,0.00003136
09-08-2022 14:00,09-08-2022 14:00,09-08-2022 15:00,12.796,0.00001096,0.00001601,15.38,0.00001197,0.00002873,,,,15.38,0.00001197,0.00002873
09-08-2022 15:00,09-08-2022 15:00,09-08-2022 16:00,12.185,0.00001139,0.00001676,14.93,0.00001153,0.00002629,,,,14.93,0.00001153,0.00002629
09-08-2022 16:00,09-08-2022 16:00,09-08-2022 17:00,12.691,0.00000997,0.00002339,13.51,0.00001165,0.00002276,,,,13.51,0.00001165,0.00002276
09-08-2022 17:00,09-08-2022 17:00,09-08-2022 18:00,11.700,0.00001599,0.00003745,11.25,0.00001376,0.00002203,,,,11.25,0.00001376,0.00002203
09-08-2022 18:00,09-08-2022 18:00,09-08-2022 19:00,11.075,0.00001479,0.00003707,10.96,0.00001331,0.00003216,,,,10.96,0.00001331,0.00003216
09-08-2022 19:00,09-08-2022 19:00,09-08-2022 20:00,11.005,0.00001406,0.00002934,8.93,0.00001393,0.00003937,,,,8.93,0.00001393,0.00003937
09-08-2022 20:00,09-08-2022 20:00,09-08-2022 21:00,9.326,0.00001762,0.00002429,8.84,0.00001525,0.00003578,,,,8.84,0.00001525,0.00003578
09-08-2022 21:00,09-08-2022 21:00,09-08-2022 22:00,8.737,0.00001534,0.00002080,8.63,0.00001741,0.00003628,,,,8.63,0.00001741,0.00003628
09-08-2022 22:00,09-08-2022 22:00,09-08-2022 23:00,8.771,0.00000978,0.00001780,7.94,0.00002013,0.00003827,,,,7.94,0.00002013,0.00003827
09-08-2022 23:00,09-08-2022 23:00,10-08-2022 00:00,8.794,0.00000591,0.00001231,7.45,0.00001950,0.00003335,,,,7.45,0.00001950,0.00003335
10-08-2022 00:00,10-08-2022 00:00,10-08-2022 01:00,8.343,0.00000456,0.00000799,7.54,0.00001675,0.00002349,,,,7.54,0.00001675,0.00002349
10-08-2022 01:00,10-08-2022 01:00,10-08-2022 02:00,7.811,0.00000485,0.00000667,7.94,0.00001471,0.00001815,,,,7.94,0.00001471,0.00001815
10-08-2022 02:00,10-08-2022 02:00,10-08-2022 03:00,8.071,0.00000470,0.00000647,8.31,0.00001355,0.00001525,,,,8.31,0.00001355,0.00001525
10-08-2022 03:00,10-08-2022 03:00,10-08-2022 04:00,7.850,0.00000507,0.00000703,8.80,0.00001308,0.00001519,,,,8.80,0.00001308,0.00001519
10-08-2022 04:00,10-08-2022 04:00,10-08-2022 05:00,7.938,0.00000580,0.00000721,9.79,0.00001269,0.00001416,,,,9.79,0.00001269,0.00001416
10-08-2022 05:00,10-08-2022 05:00,10-08-2022 06:00,7.496,0.00001130,0.00001100,10.35,0.00001269,0.00001540,,,,10.35,0.00001269,0.00001540
10-08-2022 06:00,10-08-2022 06:00,10-08-2022 07:00,9.079,0.00001575,0.00001883,9.43,0.00001699,0.00003500,,,,9.43,0.00001699,0.00003500
10-08-2022 07:00,10-08-2022 07:00,10-08-2022 08:00,10.037,0.00001910,0.00002038,10.27,0.00001804,0.00006595,,,,10.27,0.00001804,0.00006595
10-08-2022 08:00,10-08-2022 08:00,10-08-2022 09:00,10.797,0.00001791,0.00002261,11.86,0.00001480,0.00005423,,,,11.86,0.00001480,0.00005423
10-08-2022 09:00,10-08-2022 09:00,10-08-2022 10:00,10.902,0.00001796,0.00002306,13.98,0.00001246,0.00004324,,,,13.98,0.00001246,0.00004324
10-08-2022 10:00,10-08-2022 10:00,10-08-2022 11:00,11.582,0.00001624,0.00001931,15.13,0.00001246,0.00003904,,,,15.13,0.00001246,0.00003904
10-08-2022 11:00,10-08-2022 11:00,10-08-2022 12:00,11.868,0.00001409,0.00002168,15.97,0.00001243,0.00003113,,,,15.97,0.00001243,0.00003113
10-08-2022 12:00,10-08-2022 12:00,10-08-2022 13:00,13.053,0.00001073,0.00002059,16.43,0.00001240,0.00002750,,,,16.43,0.00001240,0.00002750
10-08-2022 13:00,10-08-2022 13:00,10-08-2022 14:00,12.529,0.00001289,0.00001786,15.89,0.00001210,0.00003136,,,,15.89,0.00001210,0.00003136
10-08-2022 14:00,10-08-2022 14:00,10-08-2022 15:00,12.796,0.00001096,0.00001601,15.38,0.00001197,0.00002873,,,,15.38,0.00001197,0.00002873
10-08-2022 15:00,10-08-2022 15:00,10-08-2022 16:00,12.185,0.00001139,0.00001676,14.93,0.00001153,0.00002629,,,,14.93,0.00001153,0.00002629
10-08-2022 16:00,10-08-2022 16:00,10-08-2022 17:00,12.691,0.00000997,0.00002339,13.51,0.00001165,0.00002276,,,,13.51,0.00001165,0.00002276
10-08-2022 17:00,10-08-2022 17:00,10-08-2022 18:00,11.700,0.00001599,0.00003745,11.25,0.00001376,0.00002203,,,,11.25,0.00001376,0.00002203
10-08-2022 18:00,10-08-2022 18:00,10-08-2022 19:00,11.075,0.00001479,0.00003707,10.96,0.00001331,0.00003216,,,,10.96,0.00001331,0.00003216
10-08-2022 19:00,10-08-2022 19:00,10-08-2022 20:00,11.005,0.00001406,0.00002934,8.93,0.00001393,0.00003937,,,,8.93,0.00001393,0.00003937
10-08-2022 20:00,10-08-2022 20:00,10-08-2022 21:00,9.326,0.00001762,0.00002429,8.84,0.00001525,0.00003578,,,,8.84,0.00001525,0.00003578
10-08-2022 21:00,10-08-2022 21:00,10-08-2022 22:00,8.737,0.00001534,0.00002080,8.63,0.00001741,0.00003628,,,,8.63,0.00001741,0.00003628
10-08-2022 22:00,10-08-2022 22:00,10-08-2022 23:00,8.771,0.00000978,0.00001780,7.94,0.00002013,0.00003827,,,,7.94,0.00002013,0.00003827
10-08-2022 23:00,10-08-2022 23:00,11-08-2022 00:00,8.794,0.00000591,0.00001231,7.45,0.00001950,0.00003335,,,,7.45,0.00001950,0.00003335
11-08-2022 00:00,11-08-2022 00:00,11-08-2022 01:00,8.343,0.00000456,0.00000799,7.54,0.00001675,0.00002349,,,,7.54,0.00001675,0.00002349
11-08-2022 01:00,11-08-2022 01:00,11-08-2022 02:00,7.811,0.00000485,0.00000667,7.94,0.00001471,0.00001815,,,,7.94,0.00001471,0.00001815
11-08-2022 02:00,11-08-2022 02:00,11-08-2022 03:00,8.071,0.00000470,0.00000647,8.31,0.00001355,0.00001525,,,,8.31,0.00001355,0.00001525
11-08-2022 03:00,11-08-2022 03:00,11-08-2022 04:00,7.850,0.00000507,0.00000703,8.80,0.00001308,0.00001519,,,,8.80,0.00001308,0.00001519
11-08-2022 04:00,11-08-2022 04:00,11-08-2022 05:00,7.938,0.00000580,0.00000721,9.79,0.00001269,0.00001416,,,,9.79,0.00001269,0.00001416
11-08-2022 05:00,11-08-2022 05:00,11-08-2022 06:00,7.496,0.00001130,0.00001100,10.35,0.00001269,0.00001540,,,,10.35,0.00001269,0.00001540
11-08-2022 06:00,11-08-2022 06:00,11-08-2022 07:00,9.079,0.00001575,0.00001883,9.43,0.00001699,0.00003500,,,,9.43,0.00001699,0.00003500
11-08-2022 07:00,11-08-2022 07:00,11-08-2022 08:00,10.037,0.00001910,0.00002038,10.27,0.00001804,0.00006595,,,,10.27,0.00001804,0.00006595
